actual_value,predicted_value
4.526,3.96259989753592
3.585,3.8933110266756303
3.521,3.510730877381668
3.413,2.8344909783042485
3.422,2.083429770634866
2.697,2.167131622115039
2.992,1.9918341163987776
2.414,1.7631894956892382
2.267,1.3266264995191654
2.611,1.9914779598445134
2.815,1.8047923632086684
2.418,1.8165747895275695
2.135,1.7467983705551084
1.913,1.599638299475552
1.592,1.2596115559390229
1.4,1.3606292603894161
1.525,1.6297637363996844
1.555,1.3615492739244055
1.587,1.296016467653952
1.629,1.560497266820165
1.475,1.0478938214058962
1.598,1.1829944715524663
1.139,1.183457871888313
0.997,1.3798536959353167
1.326,1.550676191371418
1.075,1.48864672409222
0.938,1.5038019705326748
1.055,1.2166462519203414
1.089,1.1469120840526315
1.32,1.1871420477632144
1.223,1.2716844143817079
1.152,1.2784358845938244
1.104,1.211898800791857
1.049,1.0450501121558353
1.097,1.5973233676664162
0.972,1.097422578777353
1.045,0.9216380912609075
1.039,1.0576300807555428
1.914,1.927036167945608
1.76,1.5358097361784937
1.554,1.3422291404397613
1.5,1.0124191462368541
1.188,0.9078883319930187
1.888,2.1364797060088403
1.844,1.7325948052617601
1.823,1.5901684728330634
1.425,1.3217918016184251
1.375,1.1993037061331617
1.875,0.8757753271713772
1.125,1.2144080932214698
1.719,0.8573771156483461
0.938,1.09016751366063
0.975,0.8987991429661661
1.042,0.9795918933612355
0.875,1.1461747159311737
0.831,1.0654749842996651
0.875,1.1034789189119871
0.853,0.8090082549130785
0.803,0.9696973020090387
0.6,1.5654114217466928
0.757,1.8936798456164632
0.75,3.0439719253771695
0.861,0.8515555807235867
0.761,0.9694739024257051
0.735,1.561047412462506
0.784,0.9622836040797039
0.844,0.8068366016261692
0.813,1.5604847321088595
0.85,1.2549303493814534
1.292,0.8500447121576677
0.825,1.2201247581879149
0.952,0.7805349636468706
0.75,1.204030792565094
0.675,0.7084856012810165
1.375,1.5199734523390256
1.775,0.8572967760350065
1.021,1.4788683054143634
1.083,0.9348632650316445
1.125,0.7966798151315512
1.313,1.322457326659366
1.625,1.1030829420206518
1.125,0.9761436206870059
1.125,1.121942508027686
1.375,0.8205239663105617
1.188,1.2349277378011971
0.982,1.4857754468099515
1.188,0.8826681868224806
1.625,0.7949482540990356
1.375,0.8954522154794922
5.00001,1.0032161823125192
1.625,1.3444600406909584
1.375,0.8301690622209735
1.625,0.8030839360337372
1.875,1.572159511010749
1.792,1.2227961200695574
1.3,1.2323744167582718
1.838,1.617203270629107
1.25,1.323809212287768
1.7,0.9443429910151914
1.931,1.529943693383617
2.578,1.466326808347664
2.734,1.7632400338686312
2.375,1.787482950470316
3.5,1.5437668460925802
3.357,1.602059460509075
3.134,2.5356259149584126
2.685,1.8400056212845692
2.594,1.7969115567410059
2.757,2.081005496003596
2.25,2.0811516035921476
2.625,2.6033523497489717
2.185,1.5449183500471064
2.55,1.7068139096148314
2.241,1.781136902922249
2.431,1.9249546308856853
2.316,1.7918508338267236
2.185,1.4317742256002326
2.341,1.732295531693517
3.276,2.9130842231898337
3.476,2.671990077195812
3.661,2.958302266309732
3.35,2.5630938993180488
3.736,3.113301967307846
3.895,2.6225465441262665
3.911,3.4909673446533045
3.373,2.7138294865171093
2.952,3.5978612292855123
2.923,2.9696358416092923
4.115,3.6030608312936714
3.115,3.0040869786608093
3.259,3.408700254359976
3.926,5.324577112139101
3.193,3.591014350036956
3.333,3.328359054203517
3.352,3.90905944457216
3.512,3.9874348394505197
3.689,3.3382869038769742
3.659,3.9504145668938784
3.667,3.4133450227652764
3.628,3.101198349639446
4.833,3.1524215567628837
3.314,3.4187180816845744
3.235,3.2976184040246705
2.167,1.6648386016976302
2.331,1.752404969667075
2.964,2.6693675515078574
2.737,3.1953763327193117
2.277,1.824560215964067
1.996,1.7280709661512759
2.398,2.356988022127144
2.701,2.1734560982772795
3.021,2.6992880583797048
2.695,1.7907644900898132
3.147,2.4684542397413733
3.901,3.8713813231558563
4.103,4.176970849537706
3.524,3.3327836138541493
2.873,2.9960855538132853
3.487,3.6049149323066336
2.438,1.6134454724860925
2.115,1.4009749757288865
2.184,1.7183633113345331
2.699,1.9995515333723521
2.188,1.800010309625213
2.25,1.6697397977892217
2.5,1.3486141243919185
1.714,1.134875289332218
1.938,1.035659749679664
1.25,1.4261949176662807
0.975,1.1918031642675309
1.25,1.5785399140293195
1.388,1.372708033208318
1.167,1.3765890368644484
1.518,1.134029474387095
1.27,1.421136748882029
1.286,1.3614951860265054
1.406,1.3541233308720826
1.827,1.556521464592715
1.469,1.4656236063259596
1.228,1.6905555529728646
1.693,1.5039190204047295
1.266,1.289522126562549
1.279,1.2607382297620984
1.235,1.398572410443521
1.119,1.4683679002548553
1.128,1.2821330827550432
1.079,1.6731611990883448
1.375,1.252428643624721
1.055,1.3541528148969848
0.955,1.3416905281212934
1.161,1.8843313686028624
1.122,1.397911707952837
0.75,1.3679117070293638
1.125,1.1507517333087363
1.25,1.9834228262133557
1.15,1.151136526111501
0.95,1.1681554668943925
0.964,1.5487244725550555
0.72,1.5482345922995502
0.713,1.5839111840400815
0.808,1.729256224295951
1.288,1.0702464047568672
1.125,1.2572812357500596
1.194,1.0848633668535443
1.181,1.0801174686439683
1.225,1.300224169211288
1.063,1.4273030287704778
1.325,1.3441246057129912
1.227,1.1579402214500147
1.133,1.03139193375751
1.095,1.932805026280928
1.647,2.059605181883313
1.25,1.7677201283792998
1.247,1.5331049424060768
1.367,1.5028893803108145
1.417,1.598759711042934
1.5,1.6485727833452226
1.388,1.704395088590555
1.392,1.6340843789237085
1.438,1.661265505998576
1.565,1.742708284867867
1.51,1.7436876948724227
2.73,2.5309397528516455
2.171,2.4660192185544756
1.871,1.8959483713534613
2.396,2.608619622431889
2.297,2.1907497572735615
2.573,2.457126437090091
2.469,2.2565295582165175
1.799,1.7266536667235028
1.696,2.2172753262424583
2.033,2.071145074894475
2.634,2.1518461799052084
2.318,2.4075124761197553
1.405,1.665829633082595
1.26,1.4247212451408753
1.22,1.5878565373770546
1.347,1.5502086561157622
1.394,1.4576693187976124
1.154,1.612774776297352
1.373,1.5981157037439593
1.37,1.2333057758238621
1.426,1.5829626716489373
1.375,1.7473208952276693
1.117,1.4248372390944177
1.268,1.1747625151202647
1.113,1.5685273715664376
1.148,1.6508771301475176
1.023,1.1624686071386316
1.319,1.3133620193326179
1.191,1.486729233292205
0.806,1.1950253457957223
0.806,2.188971940901249
0.888,1.5981688361605815
1.024,1.4635264110948611
0.987,1.4327885294421594
1.0,1.4115693377493386
0.923,1.222133001073825
0.948,1.3804479999607226
1.02,1.3203478440070744
1.584,1.9368252252171256
1.216,1.7643059144660747
1.291,1.5216838888222193
1.214,1.6598086076931193
1.028,1.423538117055783
1.6,1.6805766662283037
1.439,1.871105544876448
1.512,1.9270153756962896
1.644,2.2621578728139857
1.565,1.8097677597365736
2.25,2.1012331409947014
1.742,2.6661854738071855
1.669,2.034521562264369
1.635,2.3860553925476684
2.53,2.6853622980889478
2.407,3.4357687155203047
2.081,2.1239670902389576
1.981,1.7109873095035706
1.728,1.5912059453423624
3.367,2.751032284965139
3.182,3.1065782110275038
2.858,3.2873058060228413
2.93,3.422163394973945
3.71,2.8497942612878955
1.573,2.0161818371580553
1.353,1.6450275284892872
1.367,1.8905424330819476
1.607,1.8495235424583425
1.406,2.0997494720571312
1.44,2.228911369372881
1.619,2.3054491271052777
1.563,2.4732140874995725
1.76,1.9586935929764229
1.458,1.7611374752345261
1.419,1.8854959268838165
0.907,1.2338031150368278
0.906,1.2711499015575853
1.079,1.3774846494182966
1.07,1.4227824773834443
0.982,1.480342942836306
0.895,1.280725182363537
0.938,2.1122445616739873
0.967,1.2254513957026196
0.975,1.3437441680500115
0.973,1.6442882755881256
0.912,1.2504518095248436
0.914,1.1830560438415463
0.962,1.4026644442837433
1.201,1.8190191422849757
1.0,1.3232295921522033
0.947,1.4927825135736204
0.857,1.2022911311521074
0.893,1.3065940006375594
1.014,1.594155704523985
0.725,0.9793854744296645
0.741,1.2799799942977028
0.7,1.1392455256781746
0.846,1.025830530168251
0.818,0.7811372417932719
0.814,1.0011798170635524
0.818,0.8137580385534241
0.858,1.2796608594706733
0.871,0.9643466770021292
0.835,1.45936973805529
0.797,1.369466535942734
0.834,1.5329812649275745
0.847,0.9981056359291725
0.8,1.6883302898050863
0.764,1.5213900028040281
0.797,1.3652264834027361
0.824,1.438869509182219
0.977,1.4539911928430551
0.972,1.3831182789477148
1.016,1.5137230953388636
0.865,1.3590441380790899
0.905,1.2527467299912112
1.076,1.7381218224164119
0.842,1.413600627434024
0.889,1.392450989921957
0.807,2.1773464622850356
0.871,1.0279255245629606
0.851,1.1483863677694661
0.82,1.3758083308188787
0.828,1.2700204387536902
0.846,1.3382179543820336
0.821,1.1862853546943553
0.893,1.5346664427604977
0.983,1.2952327858541255
0.923,1.5137859888851168
0.888,1.4449508962535345
0.9,1.0658587903955374
0.955,1.5011556159341048
0.917,1.0987438976769592
1.004,1.7944130016959634
0.948,1.236351520353523
1.643,2.41923962835296
1.555,1.4786016125588834
1.969,3.009169752913693
2.791,2.474230662708882
2.528,2.804055020509532
2.754,2.703380806534135
2.5,3.3339780942629127
3.298,3.698050902779469
1.955,2.1701461749854807
2.559,3.3319235925653525
3.111,2.5674281497626303
3.3,2.7268553736490984
2.489,2.539921198281557
1.429,1.7029962142506894
1.263,2.095173013853801
1.358,1.8110925338723631
1.306,1.7927738873119836
1.079,1.5185467516649616
1.111,1.5517160753398542
1.22,1.9349380809837804
1.18,1.8561189186162896
0.952,1.2272028591130488
0.943,2.0710958701251814
0.925,1.427588899284959
0.918,1.5112080369045924
1.094,2.1584875330610016
1.295,1.935421892882717
1.434,2.2155384710538524
0.982,1.5703673564401401
1.031,1.3198618144462446
2.768,1.8698663938046631
2.709,2.7081863534878754
2.462,1.9182244903181935
2.242,1.9314548938913698
2.291,1.7837870432227807
2.116,1.6407367325308528
2.561,2.3377340406103935
2.063,1.740216882186628
2.213,2.183402447365397
2.074,2.368003117028288
3.5,1.145940467815315
2.182,1.7790397243416818
2.167,2.0924298850639387
2.706,2.6400871321596506
2.614,2.624473326445756
2.613,2.2522553334263398
2.322,2.578901905355515
3.754,2.823534478559784
3.573,3.7689908264884666
3.744,3.798164816256607
3.588,3.0567026344168333
4.175,3.3737379584976366
4.305,4.156412500797629
3.629,3.468610094969133
3.97,4.687075569621053
3.468,2.521298806045549
3.271,2.901551829255596
2.901,2.38573849102028
2.92,2.7352978020711376
2.709,2.1864609870864684
3.711,3.501147086302554
3.356,2.727635586926575
3.713,3.7418310096139797
3.44,3.0559359638892145
3.422,3.1299194696839203
3.709,3.2504560649207526
3.5,3.61481457036457
3.686,3.2688222566880936
3.918,3.0757957970470775
4.153,2.891298616955177
2.849,2.246475748261224
2.875,1.9534293593425565
2.729,1.7232154024023816
2.596,2.193470155926995
2.545,2.2309276993680904
2.356,2.1164448437247936
2.184,2.0939496154667347
2.292,1.7615392356041732
1.921,1.7171259079001786
1.793,1.9548050283621117
1.875,1.0876469313652053
1.388,1.1971684613672438
1.5,1.3916420938982472
1.406,1.6347515261790018
1.2,1.5589145302913898
1.448,1.680069988542047
1.448,1.3714765381672887
2.455,1.8323309532752956
2.0,1.9543677018289234
1.737,1.2928583814644568
1.856,1.5756522324574807
1.826,2.102224741002117
2.279,1.7260959340037398
2.207,1.5186298739069721
2.12,1.6682996953269256
2.714,1.368716797393001
2.688,1.2113612478474767
2.778,1.5120029096555248
3.325,2.267359130069162
3.389,1.6781772642506516
2.875,1.1614494400920545
3.846,2.6688249922305487
3.714,1.4973735580058212
3.5,0.8327197087356366
5.00001,0.9444580404492524
1.75,0.9820911579095437
2.417,0.9389684204364247
2.167,1.1736641619239367
2.113,1.6779958729826785
2.102,1.5963444559141322
1.964,2.094625507227758
1.917,1.9578702518647635
1.823,1.4291695155730886
1.75,1.5131510116101197
1.659,1.5259033937106163
1.569,1.3025355222277237
1.643,1.6491165189849681
1.5,1.553060198878623
1.505,1.267725182985011
1.699,1.273615601977628
1.474,1.2803883608512565
1.527,1.4738970622184657
1.827,1.528470405997294
1.793,1.8856623614888344
1.577,1.5187557258444455
1.531,1.4138439536226208
2.5,1.5671376625530682
2.063,1.794872094996422
2.188,1.593636303845441
1.982,1.2312077825520442
2.536,1.0805853362922027
