actual_value,xgb_predicted_value
0.477,0.5239776255049645
0.458,1.0307721727348604
5.00001,4.315467329096818
2.186,2.4583152161624433
2.78,2.285423323803259
1.587,1.609254764245566
1.982,2.3383632175012012
1.575,1.6665217166736412
3.4,2.9542267495366317
4.466,4.4093846922988185
1.232,0.9421182446715771
2.539,1.9699236496074615
2.151,1.6182204073832525
2.205,1.8065489083741013
2.198,2.265936970297545
1.362,1.647709704876394
1.784,2.197825470230004
1.875,1.9520993482623048
1.398,1.5924039542632136
1.375,1.1408692516567145
4.25,3.636099882883081
4.056,3.5944985741736293
1.388,1.2905513166257787
5.00001,4.223862711615028
1.621,1.6109375992998007
0.514,0.4408693381057622
1.513,2.070483821849891
0.948,0.9691544708785992
2.041,1.5847140852335415
3.615,3.888162190856861
0.851,1.330191882284598
1.384,1.388907866217504
1.375,2.264056323234778
4.65,3.947384654141289
2.718,2.5162721228310745
2.394,2.4823686482386322
3.409,3.03212130601923
1.504,1.5172397326410092
1.281,1.0701209738124386
1.56,1.335003386634489
2.581,2.964114105805752
0.905,0.9718649837430474
0.713,1.0910302828587506
2.197,2.4004214311481054
1.51,1.4799473411003667
2.901,1.9677684256786998
1.42,1.3382890605655904
2.915,1.7528482512218762
2.554,2.542597498404988
0.981,1.1256237700348328
2.519,2.080545287429146
1.621,1.95505422738746
1.294,1.380389997072304
0.894,0.7035663894809379
1.505,1.542422467612484
1.338,1.3905030735437502
0.804,0.7460378937600625
2.111,2.1389149411401
2.556,2.3943893084722885
2.145,1.8307242298322177
5.00001,3.4994075968006246
2.021,2.1893908826438366
0.815,1.0164446212086036
0.988,1.0746218584182214
2.819,3.0294007282363498
1.846,1.874804889989997
2.547,1.7016313917762393
1.431,1.6161065747135952
1.625,1.8666115839279225
1.426,1.5740860916270791
0.859,1.0912509983703844
1.869,2.263710196859098
0.713,0.8184731837355553
1.744,1.6680552588482984
2.25,1.8827496547485414
1.465,2.122922565534696
4.05,3.98005297236799
1.896,1.9620840643800976
1.644,1.748890076284273
3.375,2.4895791402040715
0.725,0.7208052092344569
1.438,1.744014759411129
1.6,1.6861568854527604
1.181,1.7625978183355837
3.74,3.726675169131419
2.027,2.3648900722675594
0.966,1.0686382606279656
0.658,0.7443567956208389
1.674,1.869569729243052
1.798,1.8638421801829252
0.967,1.3175714767650482
2.661,2.6978787626465963
0.911,0.9771123941731598
0.498,0.45254961812562583
0.907,1.0312108737711696
1.158,1.2109361886945054
2.786,3.806068060393506
2.5,1.7678512592442455
0.85,1.8852393999095762
1.77,1.7253416935210566
0.997,1.7845434082238507
3.576,4.331822812180111
4.75,3.3633655579889457
2.736,2.8163417976277665
1.824,2.10627265871647
1.578,1.4310432515267697
1.938,2.0943749711621495
3.336,3.1219085860817137
2.646,2.4777171310275463
0.584,0.9125001973250486
1.734,1.695978044521267
2.148,2.289393204043848
2.0,3.137751272749793
4.228,4.011128760912609
0.936,1.710345367216634
1.222,2.0940449759789908
1.676,1.7594436270405838
3.036,3.029250167508761
2.693,2.395953101875743
2.644,2.014991721180719
1.91,1.6170541855403928
1.538,2.1814268707350384
2.755,3.493611885295405
2.088,1.6594952489363926
1.423,1.3109302497058188
0.635,0.7125080764316082
0.958,0.8776184457348979
2.317,2.3451489189242904
2.215,3.1282235478703124
0.895,1.7310589314727591
2.26,3.1699669201578717
5.00001,4.642462707999476
2.702,2.7493239874865023
0.596,0.8195253847344144
1.933,2.1370931639443937
1.336,1.1816480591558303
1.619,2.2656510768170244
3.575,3.218559100406169
2.765,2.3947414800125792
4.107,3.1992559615931127
3.75,2.080024487648754
1.352,1.2302485336891402
1.672,1.4987246083124373
2.52,2.1428073948557858
3.084,4.183249504649796
1.721,1.413058975776307
5.00001,4.260306557752397
1.938,1.9763595145730115
1.052,0.7978948491308878
0.908,1.2457123452041818
1.688,1.969448705943324
1.621,1.3315747791900674
1.612,1.8319861153492865
1.375,1.4800118691207125
2.893,2.9308983491680576
2.787,2.865599166293952
1.617,2.2976730040164863
2.31,2.383293710362833
0.875,0.9828918840215892
0.957,1.0799538757839706
2.406,2.0675491285072964
2.141,2.131750195610665
4.286,4.149167092641067
1.25,1.5781209353736056
0.764,0.7659567434773874
2.638,3.4575226227693907
1.204,1.610609461672096
1.091,0.7395568533877442
1.706,2.088884638606136
2.574,2.4913383241220064
3.2,3.3695535712386357
2.896,2.7441817626626643
3.073,2.948648623750701
3.255,3.2361593898333427
0.584,0.6723689673554688
0.485,0.36887749571215483
2.167,0.8116572365127537
0.979,1.0886793808996567
1.586,1.7664954140495523
0.69,0.7879054711145376
3.223,2.9701901771366495
4.677,3.3631488551848827
1.63,1.736919268868252
2.871,2.6950581526329773
0.546,0.42852281144339377
0.904,1.175889552366437
1.555,1.603499978172927
1.75,2.202289856243185
4.112,4.335018026451942
3.321,2.7988555414391834
1.412,1.4591983786572056
2.471,2.570884566867876
1.53,1.3877747415066157
1.55,1.832369500487593
3.908,1.3477131159213784
0.9,0.7704527705963845
1.967,1.973925710721345
0.682,0.8149737326630094
5.00001,5.16715238908046
0.921,1.3104139067367155
2.979,2.8153600517936126
5.00001,4.767361598980709
3.323,3.088261589812374
1.711,2.161519990444475
1.521,1.9070426601152264
2.32,2.2025177564235356
1.271,1.3611486379569038
0.875,1.0062692221482616
2.034,1.8068316206055266
2.286,1.7987966907654418
1.167,1.2827090140597224
4.167,4.665247023440314
2.276,2.161851064479916
2.679,3.190960458322334
0.972,0.9873331724619079
1.375,1.3184898638303983
1.988,1.6853863052407032
0.686,0.4761684686771097
3.525,2.749957094377053
1.038,1.3187900954099274
1.078,1.0655605221538322
1.317,1.4300158509868608
2.713,3.47231012120362
0.973,1.7750095907108574
0.95,0.980526057158105
0.675,1.3453227909536307
3.261,2.632266288300242
0.656,0.8276516497715608
2.256,1.895504142769364
2.638,2.7952564431285865
3.483,3.225211661861505
3.25,2.6217102857950074
1.088,1.690627365793197
4.0,3.7610045253690987
1.384,1.1053600439492361
0.61,0.6541850220484036
4.531,4.755013826879216
5.00001,5.393166278560892
1.202,1.443973109834536
3.292,2.5501693094955065
1.963,2.726950767182813
1.5,1.2062391444464609
1.52,1.7483501420991094
1.699,1.4245458516026657
1.375,1.8809011793799657
2.83,2.6209612787743715
4.045,2.6871701430063286
1.935,2.6071442893917203
2.051,2.8103721565856055
1.456,1.4775193174709567
2.25,1.0809203860896703
2.159,2.1394257266941383
1.585,1.7209495543817652
1.247,1.40821098012263
0.654,0.6549507159587454
2.802,2.5292106073847154
1.805,1.4607359907138653
1.054,1.2166269109404233
1.0,1.2091895209454222
1.663,1.431479032146605
1.58,2.1135586838293157
2.438,2.7390653306429344
3.629,3.8537591701297655
2.019,1.80279382854752
0.526,0.7969117662229267
5.00001,3.877639972499985
1.12,1.3380670756114568
2.25,2.037982557263793
4.399,4.200858689373253
0.883,1.4414706393423111
5.00001,5.045150109061796
2.768,1.8685773452332413
1.792,1.6991305374055121
1.997,1.892191777494114
1.32,1.084143348558402
0.613,1.4891048317863567
1.719,2.0371310943037795
1.238,1.2848109495463382
1.353,1.1493222525804425
1.371,1.7041814890172091
1.293,1.7236179688113265
2.279,2.8128585497428458
0.944,1.171529194925325
1.035,1.2580811257019282
3.208,2.695562864026497
1.25,3.8935745785478315
3.324,3.219923102153368
